country,customer_ID,invoice_number,invoice_date,due_date,invoice_amount_usd,disputed,dispute_lost,settled_date,days_to_settle,days_late
China,3598-DNURW,8645315959,26/01/2020,25/02/2020,4702,0,0,09/02/2020,14,0
United States,5592-UQXSS,8653422623,06/02/2021,08/03/2021,3722,0,0,03/03/2021,25,0
China,9212-BTDMX,8656503168,19/05/2021,18/06/2021,3515,0,0,05/06/2021,17,0
Russia,6627-ELFBK,8659733546,01/07/2021,31/07/2021,5797,0,0,14/07/2021,13,0
Spain,6296-UKEUZ,8663805291,05/03/2021,04/04/2021,1480,0,0,07/03/2021,2,0
France,9771-QTLGZ,4318317513,17/08/2021,16/09/2021,6464,1,1,04/09/2021,18,0
China,1080-NDGAE,8673161784,15/01/2021,14/02/2021,10000,1,0,13/02/2021,29,0
Spain,8690-EEBEO,8673355331,26/07/2021,25/08/2021,6418,0,0,26/08/2021,31,1
China,9174-IYKOC,8675080549,24/11/2021,24/12/2021,5162,0,0,18/12/2021,24,0
China,7329-TWKLF,8680785503,08/09/2021,08/10/2021,8450,0,0,23/09/2021,15,0
China,9212-BTDMX,8682159283,19/10/2020,18/11/2020,4500,0,0,31/10/2020,12,0
France,2621-XCLEH,8691041327,16/04/2020,16/05/2020,7406,0,0,30/05/2020,44,14
China,5196-TWQXF,8696910353,21/06/2020,21/07/2020,8234,0,0,04/07/2020,13,0
France,4651-PMEXQ,8701747713,09/01/2020,08/02/2020,10032,0,0,11/02/2020,33,3
France,6833-ETVHD,8710240010,15/09/2020,15/10/2020,8417,0,0,02/10/2020,17,0
Russia,6627-ELFBK,8711368352,18/11/2020,18/12/2020,8049,1,1,25/12/2020,37,7
United States,7260-ZHAKS,8711889452,17/05/2021,16/06/2021,5531,0,0,12/06/2021,26,0
Russia,5613-UHVMG,8713304663,04/10/2020,03/11/2020,6459,1,0,26/11/2020,53,23
France,5164-VMYWJ,8718207011,25/10/2020,24/11/2020,6520,0,0,11/11/2020,17,0
Russia,7695-NKUXM,8718899384,20/11/2020,20/12/2020,3812,1,0,12/12/2020,22,0
China,6160-HCSFI,8731613770,18/01/2020,17/02/2020,7744,0,0,11/02/2020,24,0
France,9322-YCTQO,8732544679,16/07/2021,15/08/2021,8639,0,0,26/08/2021,41,11
France,1447-YZKCL,7218760518,18/08/2021,17/09/2021,6293,1,1,21/09/2021,34,4
China,2423-QOKIO,8733352411,17/06/2021,17/07/2021,6421,0,0,03/07/2021,16,0
Spain,7372-CESLR,8737102611,02/01/2021,01/02/2021,2750,0,0,27/01/2021,25,0
China,6708-DPYTF,8738019739,21/01/2020,20/02/2020,9219,0,0,19/02/2020,29,0
China,2820-XGXSB,8742038745,01/06/2020,01/07/2020,5591,0,0,07/06/2020,6,0
Spain,0688-XNJRO,8748260263,31/12/2020,30/01/2021,4481,0,0,16/02/2021,47,17
United States,6831-FIODB,8765324049,16/01/2020,15/02/2020,6284,0,0,10/02/2020,25,0
France,4640-FGEJI,8772170448,22/05/2020,21/06/2020,5974,0,0,18/06/2020,27,0
Russia,1604-LIFKX,8780390122,17/08/2020,16/09/2020,8795,0,0,27/09/2020,41,11
Russia,3568-JJMFW,8786637235,15/10/2021,14/11/2021,6071,1,0,08/11/2021,24,0
France,1447-YZKCL,8788784425,12/04/2020,12/05/2020,7329,0,0,18/05/2020,36,6
United States,3993-QUNVJ,8788830849,03/09/2021,03/10/2021,8491,0,0,19/09/2021,16,0
China,6160-HCSFI,8793921356,17/08/2021,16/09/2021,8291,0,0,28/08/2021,11,0
United States,3831-FXWYK,8808258474,04/11/2020,04/12/2020,6603,0,0,05/12/2020,31,1
United States,0706-NRGUP,8810803769,23/07/2020,22/08/2020,2962,0,0,31/08/2020,39,9
China,3598-DNURW,8813796388,26/04/2021,26/05/2021,5706,0,0,11/05/2021,15,0
United States,9323-NDIOV,8815422174,17/07/2021,16/08/2021,2942,0,0,10/08/2021,24,0
United States,7260-ZHAKS,8820244619,12/09/2021,12/10/2021,1970,0,0,06/10/2021,24,0
United States,3993-QUNVJ,8828293477,02/08/2020,01/09/2020,6790,0,0,18/08/2020,16,0
Spain,1168-BEASA,8835176664,30/12/2020,29/01/2021,5986,0,0,25/01/2021,26,0
France,7245-CKNCN,8840023232,07/02/2020,08/03/2020,8889,0,0,29/02/2020,22,0
France,6833-ETVHD,8844419761,10/05/2021,09/06/2021,5469,0,0,01/06/2021,22,0
Spain,9460-VAZGD,8852045930,16/04/2020,16/05/2020,6478,0,0,13/05/2020,27,0
Spain,9883-SDWFS,8857063465,14/02/2021,16/03/2021,778,0,0,15/03/2021,29,0
China,8820-BLYDZ,8857627389,08/04/2020,08/05/2020,8349,0,0,20/04/2020,12,0
Spain,9883-SDWFS,8861999698,28/07/2020,27/08/2020,4524,1,0,12/09/2020,46,16
Spain,9460-VAZGD,8862522772,31/05/2020,30/06/2020,2691,0,0,21/06/2020,21,0
China,2423-QOKIO,8864060748,13/08/2021,12/09/2021,6106,0,0,30/08/2021,17,0
France,0783-PEPYR,5564408624,22/08/2021,21/09/2021,5069,1,0,05/10/2021,44,14
Russia,3271-HYHDN,8871842653,05/03/2020,04/04/2020,5707,0,0,14/03/2020,9,0
France,7245-CKNCN,8873482075,21/05/2020,20/06/2020,9386,0,0,13/06/2020,23,0
United States,0465-DTULQ,8875015994,16/11/2020,16/12/2020,7621,0,0,20/12/2020,34,4
Spain,9250-VHLWY,8891547275,18/02/2021,20/03/2021,5853,0,0,18/03/2021,28,0
United States,9149-MATVB,8892880121,22/06/2020,22/07/2020,4835,0,0,18/07/2020,26,0
China,0379-NEVHP,8893171508,29/05/2021,28/06/2021,6849,0,0,06/06/2021,8,0
Spain,8942-ERSWK,8893780423,19/10/2021,18/11/2021,2022,0,0,27/10/2021,8,0
United States,7856-ODQFO,8898728543,07/04/2021,07/05/2021,8415,1,0,07/05/2021,30,0
United States,7260-ZHAKS,8900955747,06/09/2020,06/10/2020,4499,0,0,26/09/2020,20,0
Russia,7946-HJDUR,8908680989,31/03/2021,30/04/2021,4807,0,0,26/04/2021,26,0
China,7209-MDWKR,8911239770,24/04/2021,24/05/2021,6934,0,0,28/05/2021,34,4
France,4092-ZAVRG,368163381,23/08/2021,22/09/2021,6268,1,1,11/09/2021,19,0
China,3569-VJWXS,8921244707,26/01/2021,25/02/2021,5842,0,0,19/02/2021,24,0
China,2423-QOKIO,8922128667,05/03/2021,04/04/2021,7349,0,0,01/04/2021,27,0
United States,0465-DTULQ,8925106994,18/01/2021,17/02/2021,6448,0,0,23/02/2021,36,6
United States,9323-NDIOV,8926617482,25/11/2020,25/12/2020,5201,1,0,19/01/2021,55,25
United States,2447-JCFGW,8927871048,19/03/2021,18/04/2021,6660,0,0,11/04/2021,23,0
United States,5592-UQXSS,8935367432,09/04/2020,09/05/2020,6316,1,0,26/05/2020,47,17
China,2423-QOKIO,8938303761,02/06/2020,02/07/2020,7395,0,0,28/06/2020,26,0
China,7841-HROAQ,8942200261,21/07/2020,20/08/2020,6433,0,0,07/08/2020,17,0
United States,7260-ZHAKS,8945106531,14/07/2020,13/08/2020,6749,0,0,29/07/2020,15,0
Spain,3271-YDPUJ,8945288109,07/07/2020,06/08/2020,3181,0,0,19/07/2020,12,0
China,7209-MDWKR,8951862221,26/10/2020,25/11/2020,7492,0,0,25/11/2020,30,0
France,7600-OISKG,5352209758,25/08/2021,24/09/2021,6057,1,1,14/09/2021,20,0
France,1447-YZKCL,8965430329,16/06/2020,16/07/2020,6160,0,0,22/07/2020,36,6
Russia,5924-UOPGH,8969881000,19/09/2020,19/10/2020,9164,0,0,10/10/2020,21,0
China,9174-IYKOC,8973326459,31/07/2020,30/08/2020,5308,0,0,10/09/2020,41,11
United States,0706-NRGUP,8978691415,03/10/2021,02/11/2021,4436,0,0,28/10/2021,25,0
United States,6077-FDQRK,8983088903,17/04/2020,17/05/2020,4617,0,0,14/05/2020,27,0
United States,7260-ZHAKS,8984387474,27/06/2020,27/07/2020,5640,0,0,21/07/2020,24,0
United States,9323-NDIOV,8996690503,18/09/2020,18/10/2020,6132,1,0,25/10/2020,37,7
France,4632-QZOKX,8455537995,02/09/2021,02/10/2021,4724,1,0,28/09/2021,26,0
United States,0465-DTULQ,9010084863,13/11/2021,13/12/2021,5822,0,0,12/12/2021,29,0
China,9212-BTDMX,9010843366,16/01/2020,15/02/2020,4925,0,0,08/02/2020,23,0
United States,0465-DTULQ,9012691752,20/07/2021,19/08/2021,3855,0,0,15/08/2021,26,0
China,2125-HJDLA,9012800022,22/07/2021,21/08/2021,3342,1,0,29/08/2021,38,8
Spain,9250-VHLWY,9013501866,23/07/2020,22/08/2020,5882,0,0,13/08/2020,21,0
China,5529-TBPGK,9016415003,10/10/2021,09/11/2021,4192,0,0,03/11/2021,24,0
China,3598-DNURW,9018028314,05/06/2021,05/07/2021,5733,0,0,20/06/2021,15,0
France,6048-QPZCF,6109735891,03/09/2021,03/10/2021,9027,1,0,21/09/2021,18,0
France,5284-DJOZO,9027165795,30/07/2021,29/08/2021,6815,0,0,06/08/2021,7,0
France,5164-VMYWJ,9028881795,03/01/2021,02/02/2021,6766,0,0,01/02/2021,29,0
China,8820-BLYDZ,9037173247,30/09/2021,30/10/2021,6682,0,0,01/10/2021,1,0
Russia,8887-NCUZC,9037530272,13/05/2021,12/06/2021,3184,0,0,05/06/2021,23,0
China,9841-XLGBV,9039192109,11/06/2020,11/07/2020,2718,0,0,11/07/2020,30,0
France,6048-QPZCF,9042158941,30/08/2020,29/09/2020,7559,0,0,06/09/2020,7,0
China,5529-TBPGK,9046073849,07/04/2020,07/05/2020,8431,0,0,16/05/2020,39,9
China,6632-CGYHU,9052269765,18/10/2020,17/11/2020,9861,0,0,07/11/2020,20,0
United States,2447-JCFGW,9054937897,13/04/2020,13/05/2020,6149,0,0,09/05/2020,26,0
China,8156-PCYBM,9057872088,06/02/2021,08/03/2021,8093,0,0,04/03/2021,26,0
United States,0625-TNJFG,9061983609,02/06/2021,02/07/2021,6786,0,0,28/06/2021,26,0
Spain,1408-OQZUE,9065240153,20/04/2020,20/05/2020,5494,0,0,17/05/2020,27,0
Spain,7654-DOLHO,9069342751,28/08/2020,27/09/2020,6955,0,0,23/09/2020,26,0
France,4640-FGEJI,806089606,12/09/2021,12/10/2021,7618,1,1,05/10/2021,23,0
China,6632-CGYHU,9073174131,09/02/2021,11/03/2021,9297,0,0,19/02/2021,10,0
United States,6077-FDQRK,9077886672,06/09/2020,06/10/2020,3023,0,0,22/09/2020,16,0
Spain,3676-CQAIF,9080028887,02/03/2020,01/04/2020,4597,0,0,09/04/2020,38,8
Spain,6177-VTITE,9081761696,19/07/2021,18/08/2021,6501,0,0,03/08/2021,15,0
France,6833-ETVHD,9083415808,25/09/2021,25/10/2021,5638,0,0,20/10/2021,25,0
France,9117-LYRCE,9086013190,15/01/2021,14/02/2021,6011,0,0,27/02/2021,43,13
China,2423-QOKIO,9089611762,12/06/2021,12/07/2021,9172,0,0,02/07/2021,20,0
China,0379-NEVHP,9091156209,03/12/2020,02/01/2021,5247,0,0,19/12/2020,16,0
Spain,9883-SDWFS,9092385558,09/10/2020,08/11/2020,1877,0,0,09/11/2020,31,1
China,6708-DPYTF,9094577240,11/07/2020,10/08/2020,7360,0,0,24/08/2020,44,14
France,8976-AMJEO,9095475537,15/06/2021,15/07/2021,9356,0,0,08/07/2021,23,0
China,6160-HCSFI,9097859581,24/01/2021,23/02/2021,4464,0,0,11/02/2021,18,0
United States,9149-MATVB,9099988532,28/11/2020,28/12/2020,2432,0,0,25/12/2020,27,0
China,7329-TWKLF,9108099905,02/05/2020,01/06/2020,7330,0,0,19/05/2020,17,0
United States,7856-ODQFO,9111152226,25/09/2020,25/10/2020,4424,0,0,19/10/2020,24,0
France,3448-OWJOT,2739453651,14/09/2021,14/10/2021,6014,1,1,16/10/2021,32,2
China,8156-PCYBM,9121577010,28/09/2021,28/10/2021,7625,0,0,24/10/2021,26,0
Russia,6627-ELFBK,9124590748,31/05/2021,30/06/2021,6651,0,0,16/06/2021,16,0
China,9841-XLGBV,9146955602,17/05/2020,16/06/2020,3884,0,0,14/06/2020,28,0
France,0783-PEPYR,3922850581,17/09/2021,17/10/2021,7287,1,1,13/11/2021,57,27
France,4640-FGEJI,9163369386,04/06/2020,04/07/2020,4375,0,0,25/06/2020,21,0
China,2125-HJDLA,9166038468,03/08/2021,02/09/2021,6973,0,0,03/09/2021,31,1
United States,2687-XWAMA,9169343910,15/02/2021,17/03/2021,5229,0,0,04/03/2021,17,0
China,6708-DPYTF,9171870990,19/03/2021,18/04/2021,8799,0,0,28/04/2021,40,10
United States,7050-KQLDO,9176928131,22/05/2021,21/06/2021,7786,0,0,07/06/2021,16,0
Spain,1408-OQZUE,9180666472,13/02/2020,14/03/2020,6828,0,0,19/03/2020,35,5
China,6632-CGYHU,9183796742,13/03/2020,12/04/2020,8185,0,0,26/03/2020,13,0
France,9117-LYRCE,9184635048,13/10/2021,12/11/2021,6825,1,1,16/11/2021,34,4
Spain,9883-SDWFS,9186926292,26/02/2021,28/03/2021,2637,0,0,31/03/2021,33,3
Russia,5875-VZQCZ,9188803308,22/07/2021,21/08/2021,6757,0,0,07/08/2021,16,0
Spain,8690-EEBEO,9188939939,30/10/2021,29/11/2021,5716,0,0,05/12/2021,36,6
China,5920-DPXLN,9189385048,17/10/2021,16/11/2021,6537,0,0,01/11/2021,15,0
France,4640-FGEJI,9191319419,25/12/2020,24/01/2021,5859,0,0,23/01/2021,29,0
Spain,1408-OQZUE,9192101573,06/07/2021,05/08/2021,1309,0,0,02/08/2021,27,0
Russia,7946-HJDUR,9193816294,22/08/2021,21/09/2021,5885,0,0,19/09/2021,28,0
France,4632-QZOKX,9540987941,19/09/2021,19/10/2021,3390,1,1,08/11/2021,50,20
Russia,8364-UWVLM,9200291512,11/05/2020,10/06/2020,5492,1,0,04/07/2020,54,24
Russia,8887-NCUZC,9200902255,12/07/2021,11/08/2021,2625,1,0,16/08/2021,35,5
United States,2687-XWAMA,9201510343,20/04/2020,20/05/2020,5206,0,0,04/05/2020,14,0
United States,3993-QUNVJ,9202536124,21/06/2021,21/07/2021,8106,0,0,30/06/2021,9,0
Spain,6296-UKEUZ,9215762028,27/02/2021,29/03/2021,3510,0,0,04/03/2021,5,0
Spain,6177-VTITE,9215826735,11/11/2020,11/12/2020,5430,0,0,01/12/2020,20,0
France,8389-TCXFQ,1907393570,22/09/2021,22/10/2021,6776,1,1,22/10/2021,30,0
Russia,5875-VZQCZ,9227624437,14/08/2020,13/09/2020,8927,0,0,10/09/2020,27,0
Russia,6004-KITZM,9232223339,14/12/2020,13/01/2021,5856,0,0,07/01/2021,24,0
China,8156-PCYBM,9236280634,17/01/2020,16/02/2020,6715,0,0,29/02/2020,43,13
China,5529-TBPGK,9236420705,11/09/2020,11/10/2020,2809,0,0,18/10/2020,37,7
France,5573-KSOIA,9238366168,14/11/2021,14/12/2021,10458,0,0,11/12/2021,27,0
United States,7856-ODQFO,9239905667,17/02/2021,19/03/2021,4341,1,0,22/03/2021,33,3
Russia,8364-UWVLM,9242384432,10/10/2020,09/11/2020,10585,0,0,31/10/2020,21,0
France,3448-OWJOT,9544630517,22/09/2021,22/10/2021,8638,1,0,11/11/2021,50,20
France,9771-QTLGZ,2163218884,23/09/2021,23/10/2021,5654,1,1,11/10/2021,18,0
Russia,6004-KITZM,9250019415,05/06/2020,05/07/2020,7490,0,0,18/06/2020,13,0
France,5164-VMYWJ,9250499188,29/07/2021,28/08/2021,7537,0,0,23/08/2021,25,0
Spain,9460-VAZGD,9254517013,03/03/2020,02/04/2020,2939,0,0,21/03/2020,18,0
United States,2687-XWAMA,9257925380,11/10/2021,10/11/2021,6206,0,0,18/10/2021,7,0
China,0709-LZRJV,9258277700,02/07/2021,01/08/2021,4471,0,0,24/07/2021,22,0
France,6833-ETVHD,9262446048,02/09/2020,02/10/2020,6668,0,0,12/09/2020,10,0
United States,6077-FDQRK,9264242334,14/06/2021,14/07/2021,4818,0,0,30/06/2021,16,0
France,7245-CKNCN,9265800851,02/05/2021,01/06/2021,7436,0,0,13/05/2021,11,0
Russia,7695-NKUXM,9268191212,07/10/2020,06/11/2020,4752,0,0,21/10/2020,14,0
France,6048-QPZCF,3166292468,25/09/2021,25/10/2021,8858,1,0,19/10/2021,24,0
China,1080-NDGAE,9288370923,04/07/2020,03/08/2020,7747,1,0,05/08/2020,32,2
France,7245-CKNCN,9294398501,06/06/2020,06/07/2020,4972,0,0,19/06/2020,13,0
China,2676-DZINU,9298034378,13/05/2021,12/06/2021,6869,0,0,22/05/2021,9,0
China,9014-WENVB,9312710244,25/09/2020,25/10/2020,5956,0,0,17/10/2020,22,0
Russia,2824-HJQPP,9313451295,04/03/2020,03/04/2020,4811,0,0,25/03/2020,21,0
Russia,3568-JJMFW,9314335308,17/09/2020,17/10/2020,6758,1,0,04/10/2020,17,0
Spain,8942-ERSWK,9314800674,11/08/2021,10/09/2021,3713,1,0,11/09/2021,31,1
Spain,6296-UKEUZ,9315531233,22/07/2020,21/08/2020,2977,0,0,25/07/2020,3,0
Spain,9250-VHLWY,9324391627,22/10/2020,21/11/2020,4741,1,0,27/11/2020,36,6
China,7841-HROAQ,9327462141,16/10/2021,15/11/2021,9061,0,0,06/11/2021,21,0
Russia,2824-HJQPP,9327668635,05/04/2020,05/05/2020,4499,0,0,29/04/2020,24,0
Russia,7695-NKUXM,9338042562,07/05/2020,06/06/2020,4576,1,0,26/05/2020,19,0
United States,7228-LEPPM,9339508583,01/09/2020,01/10/2020,6990,0,0,06/10/2020,35,5
Russia,2824-HJQPP,9340071189,06/03/2020,05/04/2020,5814,0,0,23/03/2020,17,0
Spain,3676-CQAIF,9343302864,15/11/2020,15/12/2020,5033,0,0,23/12/2020,38,8
China,5920-DPXLN,9344726527,28/05/2021,27/06/2021,6839,0,0,10/06/2021,13,0
China,3569-VJWXS,9346541006,25/02/2020,26/03/2020,5509,0,0,22/03/2020,26,0
Spain,0688-XNJRO,9359250752,06/09/2021,06/10/2021,2507,0,0,04/10/2021,28,0
Spain,6391-GBFQJ,9366628825,02/12/2021,01/01/2022,1805,0,0,13/12/2021,11,0
China,6160-HCSFI,9367388295,24/04/2021,24/05/2021,4395,0,0,20/05/2021,26,0
United States,2026-XLBER,9368067229,27/10/2021,26/11/2021,4517,0,0,07/11/2021,11,0
Russia,7946-HJDUR,9373791288,31/03/2020,30/04/2020,6057,0,0,21/04/2020,21,0
Spain,8690-EEBEO,9375684651,06/11/2020,06/12/2020,5027,0,0,11/12/2020,35,5
Spain,6391-GBFQJ,9380641705,18/10/2021,17/11/2021,861,0,0,31/10/2021,13,0
Russia,1604-LIFKX,9385395392,08/03/2020,07/04/2020,5441,0,0,01/05/2020,54,24
China,1080-NDGAE,9390786866,24/02/2021,26/03/2021,7462,1,0,06/04/2021,41,11
China,2676-DZINU,9393038918,21/09/2021,21/10/2021,7386,0,0,08/10/2021,17,0
China,7209-MDWKR,9394972219,22/04/2020,22/05/2020,7262,0,0,28/05/2020,36,6
France,3448-OWJOT,5411405629,30/09/2021,30/10/2021,7399,1,1,27/10/2021,27,0
France,4092-ZAVRG,9401804366,11/02/2020,12/03/2020,4362,0,0,18/02/2020,7,0
Russia,3568-JJMFW,9414806653,18/07/2020,17/08/2020,8479,1,0,14/08/2020,27,0
China,9174-IYKOC,9418503093,02/06/2021,02/07/2021,6065,0,0,27/06/2021,25,0
Russia,6627-ELFBK,9448816022,16/02/2021,18/03/2021,8293,0,0,04/03/2021,16,0
France,5164-VMYWJ,9455464141,05/05/2021,04/06/2021,6077,0,0,04/06/2021,30,0
France,2621-XCLEH,9465847338,18/06/2021,18/07/2021,3749,0,0,17/07/2021,29,0
France,5164-VMYWJ,9468928435,15/11/2020,15/12/2020,6262,0,0,04/12/2020,19,0
France,8389-TCXFQ,9469584989,09/10/2021,08/11/2021,5921,0,0,04/11/2021,26,0
China,0187-ERLSR,9471530987,15/05/2020,14/06/2020,7719,0,0,28/05/2020,13,0
France,9322-YCTQO,9482778673,29/01/2020,28/02/2020,9602,0,0,18/03/2020,49,19
United States,6831-FIODB,9485505932,08/08/2021,07/09/2021,4018,1,0,22/09/2021,45,15
Russia,3568-JJMFW,9493022226,10/09/2021,10/10/2021,8368,1,0,04/10/2021,24,0
United States,6077-FDQRK,9506308848,24/03/2021,23/04/2021,3337,0,0,08/04/2021,15,0
France,3448-OWJOT,5259704172,03/10/2021,02/11/2021,6474,1,1,09/11/2021,37,7
France,6833-ETVHD,9506990444,01/05/2021,31/05/2021,6529,0,0,16/05/2021,15,0
Russia,9181-HEKGV,9520565243,12/07/2021,11/08/2021,5248,0,0,20/08/2021,39,9
United States,7856-ODQFO,9532348315,13/02/2020,14/03/2020,4016,0,0,04/03/2020,20,0
France,9725-EZTEJ,4695028902,05/10/2021,04/11/2021,6405,1,0,02/11/2021,28,0
China,7209-MDWKR,9537610455,15/10/2020,14/11/2020,5585,0,0,18/11/2020,34,4
China,8156-PCYBM,9538369066,24/09/2020,24/10/2020,8549,0,0,20/10/2020,26,0
France,9725-EZTEJ,4584232854,13/10/2021,12/11/2021,8438,1,1,02/11/2021,20,0
Russia,1604-LIFKX,9543491185,08/02/2021,10/03/2021,8576,0,0,19/03/2021,39,9
Russia,5875-VZQCZ,9544605433,11/11/2020,11/12/2020,5787,0,0,04/12/2020,23,0
France,7600-OISKG,2328511433,20/10/2021,19/11/2021,7743,1,0,12/11/2021,23,0
United States,7050-KQLDO,9545237302,14/05/2021,13/06/2021,5983,0,0,03/06/2021,20,0
United States,0706-NRGUP,9546060439,04/09/2021,04/10/2021,1003,0,0,04/10/2021,30,0
United States,4460-ZXNDN,9551992852,23/05/2020,22/06/2020,7428,1,0,18/07/2020,56,26
Spain,9460-VAZGD,9555357249,08/10/2020,07/11/2020,3580,0,0,29/10/2020,21,0
United States,7260-ZHAKS,9565133328,19/03/2021,18/04/2021,8110,0,0,11/04/2021,23,0
Russia,3271-HYHDN,9566049241,25/08/2020,24/09/2020,3609,0,0,31/08/2020,6,0
Spain,7372-CESLR,9566496102,04/06/2021,04/07/2021,4454,0,0,27/06/2021,23,0
Spain,9250-VHLWY,9566884305,22/07/2021,21/08/2021,5121,0,0,10/08/2021,19,0
France,4640-FGEJI,9574377731,25/09/2020,25/10/2020,9351,0,0,24/10/2020,29,0
France,4632-QZOKX,8148770791,21/10/2021,20/11/2021,3628,1,1,04/12/2021,44,14
France,5284-DJOZO,9583697144,23/02/2020,24/03/2020,6759,0,0,29/02/2020,6,0
Spain,6177-VTITE,9584726059,23/06/2020,23/07/2020,4013,0,0,14/07/2020,21,0
Russia,6004-KITZM,9588957496,08/09/2021,08/10/2021,6986,0,0,12/09/2021,4,0
China,8820-BLYDZ,9590153054,21/09/2021,21/10/2021,7880,0,0,26/09/2021,5,0
Russia,7946-HJDUR,9598751206,08/05/2021,07/06/2021,4183,0,0,05/06/2021,28,0
Russia,8364-UWVLM,9611156539,06/01/2020,05/02/2020,7034,0,0,06/02/2020,31,1
Russia,8102-ABPKQ,9614769756,14/08/2021,13/09/2021,6073,1,0,20/09/2021,37,7
China,5196-TWQXF,9618979999,30/09/2021,30/10/2021,5425,0,0,21/10/2021,21,0
China,1080-NDGAE,9632048192,09/07/2020,08/08/2020,12828,1,0,23/08/2020,45,15
France,6833-ETVHD,9633035865,01/11/2020,01/12/2020,7881,0,0,25/11/2020,24,0
China,6632-CGYHU,9641285578,23/05/2020,22/06/2020,9198,0,0,05/06/2020,13,0
Spain,8690-EEBEO,9647514843,25/05/2020,24/06/2020,7104,0,0,15/07/2020,51,21
France,1447-YZKCL,9647532335,08/12/2020,07/01/2021,10590,0,0,07/01/2021,30,0
Russia,5613-UHVMG,9652079777,17/04/2020,17/05/2020,5493,1,0,14/06/2020,58,28
China,2423-QOKIO,9654364049,01/09/2020,01/10/2020,5558,0,0,26/09/2020,25,0
Russia,8887-NCUZC,9661947571,21/10/2021,20/11/2021,4409,0,0,21/11/2021,31,1
Russia,6627-ELFBK,9671446662,06/07/2021,05/08/2021,7245,1,0,03/08/2021,28,0
China,6708-DPYTF,9671863604,24/02/2021,26/03/2021,6464,0,0,06/04/2021,41,11
France,6833-ETVHD,9676303588,23/01/2020,22/02/2020,7833,0,0,26/02/2020,34,4
Russia,6004-KITZM,9677444633,26/05/2020,25/06/2020,4496,0,0,14/06/2020,19,0
China,0709-LZRJV,9685029181,09/08/2021,08/09/2021,6655,0,0,11/09/2021,33,3
Spain,3271-YDPUJ,9685874517,21/06/2021,21/07/2021,5251,0,0,09/07/2021,18,0
China,9174-IYKOC,9687805368,24/02/2020,25/03/2020,5204,0,0,20/03/2020,25,0
Russia,5924-UOPGH,9699349431,24/05/2020,23/06/2020,7108,0,0,18/06/2020,25,0
France,9725-EZTEJ,195093797,02/11/2021,02/12/2021,7873,1,1,04/12/2021,32,2
Russia,1604-LIFKX,9711993534,29/06/2020,29/07/2020,4262,0,0,18/08/2020,50,20
Spain,6177-VTITE,9712383291,03/11/2020,03/12/2020,2226,0,0,15/11/2020,12,0
United States,2687-XWAMA,9727346662,18/09/2021,18/10/2021,6096,0,0,23/09/2021,5,0
France,9117-LYRCE,9729507797,25/10/2020,24/11/2020,6131,0,0,25/11/2020,31,1
Russia,2824-HJQPP,9733725302,27/03/2020,26/04/2020,5873,0,0,17/04/2020,21,0
China,0187-ERLSR,9744145268,21/05/2020,20/06/2020,5165,0,0,04/06/2020,14,0
China,1080-NDGAE,9745775106,17/11/2020,17/12/2020,6409,0,0,05/12/2020,18,0
United States,0625-TNJFG,9759992761,08/09/2020,08/10/2020,5387,0,0,02/10/2020,24,0
United States,9323-NDIOV,9766114576,26/11/2021,26/12/2021,4071,0,0,24/12/2021,28,0
China,2676-DZINU,9769339571,24/06/2021,24/07/2021,6867,0,0,03/07/2021,9,0
Spain,7654-DOLHO,9769799106,01/02/2020,02/03/2020,2047,0,0,10/03/2020,38,8
Russia,5148-SYKLB,9773021858,05/03/2021,04/04/2021,7949,1,0,27/04/2021,53,23
China,7841-HROAQ,9774403794,19/06/2020,19/07/2020,5820,0,0,19/07/2020,30,0
United States,9323-NDIOV,9779194561,13/01/2020,12/02/2020,7849,0,0,23/02/2020,41,11
France,6048-QPZCF,6412855977,09/11/2021,09/12/2021,7714,1,1,28/11/2021,19,0
United States,0706-NRGUP,9787421130,13/03/2020,12/04/2020,1662,0,0,23/04/2020,41,11
France,5284-DJOZO,9791750285,23/03/2021,22/04/2021,4767,0,0,28/03/2021,5,0
France,5164-VMYWJ,9798309489,27/03/2020,26/04/2020,7407,0,0,24/04/2020,28,0
China,0709-LZRJV,9800138273,06/03/2021,05/04/2021,3089,1,0,29/04/2021,54,24
China,9841-XLGBV,9801799192,06/05/2020,05/06/2020,6210,0,0,03/06/2020,28,0
China,2125-HJDLA,9802209671,11/12/2020,10/01/2021,4108,0,0,15/01/2021,35,5
France,7600-OISKG,2436471559,15/11/2021,15/12/2021,5270,1,1,15/12/2021,30,0
China,0379-NEVHP,9814992757,20/03/2020,19/04/2020,10364,0,0,08/04/2020,19,0
United States,6831-FIODB,9821427141,10/11/2020,10/12/2020,1179,0,0,10/12/2020,30,0
Russia,5613-UHVMG,9823818682,16/11/2021,16/12/2021,5951,0,0,23/12/2021,37,7
China,0709-LZRJV,9825194232,17/04/2021,17/05/2021,6391,1,0,22/05/2021,35,5
China,0379-NEVHP,9831463047,25/01/2021,24/02/2021,3323,0,0,11/02/2021,17,0
Spain,9286-VLKMI,9833191595,18/06/2020,18/07/2020,6654,0,0,23/06/2020,5,0
Spain,3676-CQAIF,9833377240,13/01/2021,12/02/2021,3872,0,0,02/03/2021,48,18
Spain,6391-GBFQJ,9835528694,02/12/2021,01/01/2022,838,1,0,30/12/2021,28,0
